Fighting -> Rock -> Flying (<- 0.5x | 2x ->)
Rock/Fighting -> Ghost/Fire -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Fire -> Electric/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Fire -> Dragon/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Fire -> Fairy/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Electric/Ice -> Ghost/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Dark -> Ghost/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Fire -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Ice -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Dark -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Ice -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Psychic/Water (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Electric/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Fairy/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Electric/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Dragon/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Fairy/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Dragon/Fairy (<- 1x | 2x ->)
Rock/Fighting -> Electric/Steel -> Fire/Water (<- 2x | 2x ->)
Rock/Fighting -> Electric/Fire -> Steel/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Steel/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Dark/Dragon -> Steel/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Steel/Fairy (<- 1x | 2x ->)
Rock/Fighting -> Electric/Fire -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Fire/Psychic -> Dark/Grass (<- 2x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Fairy/Grass (<- 1x | 2x ->)
Rock/Fighting -> Fire/Fairy -> Dark/Water (<- 2x | 2x ->)
Rock/Fighting -> Electric/Ice -> Psychic/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Dark -> Psychic/Water (<- 1x | 2x ->)
Rock/Fighting -> Ice/Water -> Dark/Grass (<- 2x | 2x ->)
Rock/Fighting -> Electric/Ice -> Fairy/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Ice -> Electric/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Ice -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Dark -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Ice -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dark/Grass -> Ice/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Electric/Ice -> Fairy/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Ice -> Dragon/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Electric/Ice -> Dragon/Fairy (<- 1x | 2x ->)
Rock/Fighting -> Electric/Dark -> Dragon/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Steel/Fighting -> Fairy/Grass (<- 1x | 2x ->)
Bug/Fighting -> Steel/Fighting -> Fairy/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Steel/Fighting -> Dark/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Water/Grass -> Fighting/Fire (<- 1x | 2x ->)
Bug/Fighting -> Dark/Ice -> Flying/Grass (<- 1x | 4x ->)
Bug/Fighting -> Dark/Rock -> Flying/Ice (<- 1x | 4x ->)
Bug/Fighting -> Rock/Ground -> Poison/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Ice/Ground -> Poison/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Dark/Water -> Poison/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Electric/Dark -> Poison/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Dark/Dragon -> Poison/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Rock/Ground -> Rock/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Rock/Ground -> Fire/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Rock/Ground -> Dragon/Fire (<- 1x | 2x ->)
Bug/Fighting -> Steel/Ground -> Fairy/Grass (<- 1x | 2x ->)
Bug/Fighting -> Steel/Ground -> Dark/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Psychic/Ground -> Ice/Fire (<- 2x | 2x ->)
Bug/Fighting -> Psychic/Ground -> Dark/Fire (<- 2x | 2x ->)
Bug/Fighting -> Ice/Ground -> Rock/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Rock/Fire -> Rock/Fire (<- 2x | 2x ->)
Bug/Fighting -> Rock/Water -> Rock/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Rock/Water -> Fire/Water (<- 1x | 2x ->)
Bug/Fighting -> Rock/Water -> Fire/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Rock/Water -> Dragon/Fire (<- 1x | 2x ->)
Bug/Fighting -> Rock/Water -> Ice/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Rock/Grass -> Rock/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Rock/Grass -> Fire/Water (<- 1x | 2x ->)
Bug/Fighting -> Rock/Grass -> Fire/Grass (<- 1x | 2x ->)
Bug/Fighting -> Rock/Grass -> Electric/Fire (<- 1x | 2x ->)
Bug/Fighting -> Rock/Grass -> Fire/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Rock/Grass -> Dragon/Fire (<- 1x | 2x ->)
Bug/Fighting -> Electric/Rock -> Fire/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Electric/Rock -> Dragon/Fire (<- 1x | 2x ->)
Bug/Fighting -> Electric/Rock -> Ice/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Rock/Psychic -> Bug/Psychic (<- 2x | 2x ->)
Bug/Fighting -> Rock/Psychic -> Dark/Fire (<- 2x | 2x ->)
Bug/Fighting -> Rock/Dragon -> Fire/Water (<- 1x | 2x ->)
Bug/Fighting -> Rock/Dragon -> Fire/Grass (<- 1x | 2x ->)
Bug/Fighting -> Rock/Dragon -> Fire/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Water/Grass -> Rock/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Electric/Grass -> Rock/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Bug/Psychic -> Bug/Psychic (<- 2x | 2x ->)
Bug/Fighting -> Steel/Water -> Fire/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Steel/Water -> Fairy/Grass (<- 1x | 2x ->)
Bug/Fighting -> Steel/Water -> Dark/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Steel/Grass -> Dark/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Electric/Steel -> Dark/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Dark/Dragon -> Steel/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Dragon/Steel -> Dragon/Fire (<- 1x | 2x ->)
Bug/Fighting -> Dragon/Steel -> Fairy/Grass (<- 1x | 2x ->)
Bug/Fighting -> Dragon/Steel -> Fairy/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Dragon/Steel -> Dark/Fairy (<- 1x | 2x ->)
Bug/Fighting -> Electric/Dark -> Fire/Water (<- 1x | 2x ->)
Bug/Fighting -> Water/Grass -> Electric/Fire (<- 1x | 2x ->)
Bug/Fighting -> Water/Grass -> Fire/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Ice/Water -> Fire/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Electric/Dark -> Fire/Psychic (<- 1x | 2x ->)
Bug/Fighting -> Dark/Fire -> Psychic/Water (<- 2x | 2x ->)
Bug/Fighting -> Ice/Grass -> Fairy/Grass (<- 1x | 2x ->)
Bug/Fighting -> Electric/Ice -> Fairy/Grass (<- 1x | 2x ->)
Bug/Fighting -> Dragon/Psychic -> Dragon/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Fighting (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Fighting/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Flying (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Flying/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Poison (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Poison/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Ground (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Psychic/Ground (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Rock (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Rock/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Bug/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Water (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Steel/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Fire/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Psychic/Water (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Psychic/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Electric/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Ice/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Dragon/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Fighting -> Fairy/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Steel/Fighting -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Fighting -> Flying/Ice (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Fighting -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Fighting -> Poison/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Fighting -> Bug/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Fighting -> Fairy/Grass (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Fighting -> Dragon/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Fighting -> Dark/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Fighting/Psychic -> Ghost/Poison (<- 2x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Poison/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Poison/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Fire -> Poison/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Water -> Poison/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Ice -> Poison/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Dark -> Poison/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Dragon/Ice -> Poison/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Dark/Water -> Flying/Ground (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Water -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Rock -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Dragon -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Fire -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Grass -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Dark/Water -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Dark -> Flying/Rock (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Bug/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Fire -> Bug/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Dark/Fire -> Bug/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Water -> Bug/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Ice -> Bug/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Dragon/Ice -> Bug/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Flying (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Poison (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Ground (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Rock (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Rock/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Water (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Electric/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Flying -> Ice/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Rock/Fire -> Flying/Steel (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Rock -> Flying/Steel (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Fire -> Flying/Steel (<- 1x | 2x ->)
Ghost/Fighting -> Dark/Fire -> Flying/Steel (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Ice -> Flying/Steel (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Water -> Flying/Fire (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Water -> Flying/Fire (<- 1x | 2x ->)
Ghost/Fighting -> Dark/Water -> Flying/Fire (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Dark -> Flying/Fire (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Water -> Flying/Water (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Flying/Water (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Dragon -> Flying/Water (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Fire -> Flying/Grass (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Flying/Grass (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Dragon -> Flying/Grass (<- 1x | 2x ->)
Ghost/Fighting -> Dark/Fire -> Flying/Grass (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Electric/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Fire -> Electric/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Electric/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Fire -> Electric/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Dragon/Ice -> Electric/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Flying/Psychic -> Ghost/Poison (<- 2x | 2x ->)
Ghost/Fighting -> Flying/Psychic -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Fighting -> Flying/Psychic -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Steel/Ground -> Flying/Ice (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Grass -> Flying/Ice (<- 1x | 2x ->)
Ghost/Fighting -> Dragon/Steel -> Flying/Ice (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Fire -> Flying/Ice (<- 1x | 2x ->)
Ghost/Fighting -> Dark/Fire -> Flying/Ice (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Dark -> Flying/Ice (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Ground -> Flying/Dragon (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Fire -> Flying/Dragon (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Water -> Flying/Dragon (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Flying/Dragon (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Rock -> Flying/Dragon (<- 1x | 2x ->)
Ghost/Fighting -> Dragon/Steel -> Flying/Dragon (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Ground -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Fire -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Water -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Rock -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Dragon -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Steel -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Fire -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Water -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Ice -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Dragon/Ice -> Dark/Flying (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Ground -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Water -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Rock -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Grass -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Dragon/Steel -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Fire -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Water -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Ice -> Flying/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Poison (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Poison/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Ground (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Psychic/Ground (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Rock (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Rock/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Bug/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Water (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Steel/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Fire/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Psychic/Water (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Psychic/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Electric/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Ice/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Dragon/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Poison -> Fairy/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Rock/Ground -> Poison/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Poison/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Dragon/Steel -> Poison/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Ground -> Rock/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Ground -> Bug/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Ground -> Fire/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Ground -> Electric/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Ground (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Rock (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Water (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Psychic/Water (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Psychic/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Ground -> Ice/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Steel/Ground -> Fairy/Grass (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Ground -> Dark/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Psychic/Ground -> Ghost/Rock (<- 2x | 2x ->)
Ghost/Fighting -> Psychic/Ground -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Fighting -> Psychic/Ground -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Fighting -> Psychic/Ground -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Fairy/Ground (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Rock/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Electric/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Ground -> Dragon/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Fairy/Ground (<- 1x | 2x ->)
Ghost/Fighting -> Steel/Grass -> Fairy/Ground (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Water -> Fairy/Ground (<- 1x | 2x ->)
Ghost/Fighting -> Ice/Grass -> Fairy/Ground (<- 1x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Ghost/Rock (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Ghost/Water (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Steel/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Psychic/Water (<- 2x | 2x ->)
Ghost/Fighting -> Ghost/Rock -> Psychic/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Rock/Fire -> Steel/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Fire -> Fairy/Grass (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Water -> Rock/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Water -> Bug/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Water -> Fire/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Water -> Ice/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Rock/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Fire/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Grass -> Fairy/Water (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Rock -> Bug/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Rock -> Fire/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Electric/Rock -> Ice/Fairy (<- 1x | 2x ->)
Ghost/Fighting -> Rock/Psychic -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Fighting -> Rock/Psychic -> Bug/Psychic (<- 2x | 2x ->)
Ghost/Fighting -> Rock/Psychic -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Fighting -> Rock/Psychic -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Fighting -> Bug/Ghost -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Fighting -> Bug/Ghost -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Fighting -> Bug/Ghost -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Fighting -> Bug/Ghost -> Ghost/Water (<- 2x | 2x ->)
Ghost/Fighting -> Bug/Ghost -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Fighting -> Bug/Ghost -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Fighting -> Bug/Ghost -> Ghost/Ice (<- 2x | 2x ->)
